"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"9251","Aggravated assault","100  Hartson St","5/25/2015",100,"HARTSON ST","100  HARTSON ST ",-76.1737053719233,43.036684247544
"9252","Aggravated assault","600  Hiawatha Blvd W","5/25/2015",600,"HIAWATHA BLVD W","600  HIAWATHA BLVD W ",-76.1744644124321,43.0638223532746
"9253","Burglary","300  S Warren St","5/25/2015",300,"S WARREN ST","300  S WARREN ST ",-76.1508044008238,43.0486727524948
"9254","Burglary","300  S Warren St","5/25/2015",300,"S WARREN ST","300  S WARREN ST ",-76.1508044008238,43.0486727524948
"9255","Burglary","300  Warham St","5/25/2015",300,"WARHAM ST","300  WARHAM ST ",-76.1451179837775,43.0719152855591
"9256","Burglary","900  Walnut Av","5/25/2015",900,"WALNUT AVE","900  WALNUT AV ",-76.1322305551288,43.0415806032934
"9257","Burglary","300  Allen St","5/25/2015",300,"ALLEN ST","300  ALLEN ST ",-76.1170337438196,43.0471978394275
"9258","Larceny","3900  S Salina St","5/25/2015",3900,"S SALINA ST","3900  S SALINA ST ",-76.1421660170882,43.0107095503917
"9259","Larceny","200  Beecher St","5/25/2015",200,"BEECHER ST","200  BEECHER ST ",-76.1413132077457,43.0603905376466
"9260","Larceny","0  Destiny Usa Dr","5/25/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9261","Larceny","200  Robinson St","5/25/2015",200,"ROBINSON ST","200  ROBINSON ST ",-76.1256544833359,43.0580882665144
"9262","Larceny","1300  E Fayette St","5/25/2015",1300,"E FAYETTE ST","1300  E FAYETTE ST ",-76.1297719755233,43.0484013635829
"9263","Larceny","200  Vann St","5/25/2015",200,"VANN ST","200  VANN ST ",-76.1194870918339,43.0564140399269
"9264","Larceny","300  Marlborough Rd","5/25/2015",300,"MARLBOROUGH RD","300  MARLBOROUGH RD ",-76.1121483388389,43.0717078888247
"9265","Larceny","2700  James St","5/25/2015",2700,"JAMES ST","2700  JAMES ST ",-76.1088322741185,43.0687372166685
"9266","Robbery","700  Park St","5/25/2015",700,"PARK ST","700  PARK ST ",-76.1440053900406,43.0628741350608
"9267","Robbery","600  Lodi St","5/25/2015",600,"LODI ST","600  LODI ST ",-76.1369607113584,43.05448587648
"9268","Vehicle theft","800  Madison St","5/25/2015",800,"MADISON ST","800  MADISON ST ",-76.1365856496702,43.0453656815498
"9269","Vehicle theft","300  Otisco St","5/25/2015",300,"OTISCO ST","300  OTISCO ST ",-76.1614956456363,43.0460070189986
"9270","Vehicle theft","100  Mather St","5/25/2015",100,"MATHER ST","100  MATHER ST ",-76.1285919897479,43.0524494910623
"9271","Aggravated assault","1400  S State St","5/24/2015",1400,"S STATE ST","1400  S STATE ST ",-76.1469773584978,43.0334877418081
"9272","Burglary","100  Buckingham Av","5/24/2015",100,"BUCKINGHAM AVE","100  BUCKINGHAM AV ",-76.1228777190232,43.0336324776445
"9273","Burglary","100  Cresline Dr","5/24/2015",100,"CRESLINE DR","100  CRESLINE DR ",-76.0987741423204,43.0640122268892
"9274","Burglary","400  Wilkinson St","5/24/2015",400,"WILKINSON ST","400  WILKINSON ST ",-76.1661740805829,43.0509306686673
"9275","Burglary","600  Oak St","5/24/2015",600,"OAK ST","600  OAK ST ",-76.1358936718226,43.0607795193605
"9276","Larceny","700  Irving Av","5/24/2015",700,"IRVING AVE","700  IRVING AV ",-76.1378363664705,43.0426740187497
"9277","Larceny","0  Destiny Usa Dr","5/24/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9278","Larceny","0  Destiny Usa Dr","5/24/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9279","Larceny","300  N Midler Av","5/24/2015",300,"N MIDLER AVE","300  N MIDLER AV ",-76.10563020464,43.07366954271
"9280","Larceny","300  Maple St","5/24/2015",300,"MAPLE ST","300  MAPLE ST ",-76.1255743417278,43.0483468186295
"9281","Larceny","500  Clarendon St","5/24/2015",500,"CLARENDON ST","500  CLARENDON ST ",-76.1233061082975,43.0383447362043
"9282","Larceny","100  Madison St","5/24/2015",100,"MADISON ST","100  MADISON ST ",-76.1508373421569,43.0454786770633
"9283","Robbery","1300  Butternut St","5/24/2015",1300,"BUTTERNUT ST","1300  BUTTERNUT ST ",-76.1433296972061,43.068477148035
"9285","Vehicle theft","900  W Belden Av","5/24/2015",900,"W BELDEN AVE","900  W BELDEN AV ",-76.1660137559984,43.054853807257
"9286","Vehicle theft","200  Fellows Av","5/24/2015",200,"FELLOWS AVE","200  FELLOWS AV ",-76.1154622327671,43.0416866639738
"9287","Aggravated assault","300  N Clinton St","5/23/2015",300,"N CLINTON ST","300  N CLINTON ST ",-76.1535054141816,43.0523782143337
"9288","Aggravated assault","100  Fernwood Av","5/23/2015",100,"FERNWOOD AVE","100  FERNWOOD AV ",-76.1468023484292,43.0231094045338
"9290","Aggravated assault","100  Mark Av","5/23/2015",100,"MARK AVE","100  MARK AV ",-76.1500457375253,43.0259774024648
"9291","Arson","2100  E Fayette St","5/23/2015",2100,"E FAYETTE ST","2100  E FAYETTE ST ",-76.1137109828578,43.0482046425932
"9292","Burglary","900  Milton Av","5/23/2015",900,"MILTON AVE","900  MILTON AV ",-76.191740645394,43.0553215601572
"9293","Burglary","1600  W Genesee St","5/23/2015",1600,"W GENESEE ST","1600  W GENESEE ST ",-76.1850959534861,43.0522574304285
"9294","Burglary","300  W Brighton Av","5/23/2015",300,"W BRIGHTON AVE","300  W BRIGHTON AV ",-76.1492852256358,43.0200223706288
"9295","Burglary","400  Douglas St","5/23/2015",400,"DOUGLAS ST","400  DOUGLAS ST ",-76.1388262697409,43.0607243337411
"9296","Burglary","1100  Lodi St","5/23/2015",1100,"LODI ST","1100  LODI ST ",-76.1439248114853,43.0582347696745
"9297","Larceny","700  Park Av","5/23/2015",700,"PARK AVE","700  PARK AV ",-76.1706249848505,43.0519771562028
"9298","Larceny","1800  E Fayette St","5/23/2015",1800,"E FAYETTE ST","1800  E FAYETTE ST ",-76.1190887626382,43.0482641294941
"9299","Larceny","700  S Salina St","5/23/2015",700,"S SALINA ST","700  S SALINA ST ",-76.1506975498698,43.0406911611055
"9300","Larceny","800  Butternut St","5/23/2015",800,"BUTTERNUT ST","800  BUTTERNUT ST ",-76.1448984978689,43.0616807267208
"9301","Larceny","0  Destiny Usa Dr","5/23/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9302","Larceny","1400  W Genesee St","5/23/2015",1400,"W GENESEE ST","1400  W GENESEE ST ",-76.1802342386086,43.0525048707562
"9303","Larceny","900  S State St","5/23/2015",900,"S STATE ST","900  S STATE ST ",-76.1475429730311,43.0427274713337
"9304","Vehicle theft","1500  Spring St","5/23/2015",1500,"SPRING ST","1500  SPRING ST ",-76.1611044636557,43.0726787739465
"9305","Aggravated assault","100  Glahn Av","5/22/2015",100,"GLAHN AVE","100  GLAHN AV ",-76.1536921508619,43.0250242620591
"9306","Burglary","300  W Ostrander Av","5/22/2015",300,"W OSTRANDER AVE","300  W OSTRANDER AV ",-76.1479925339079,43.0139644712051
"9307","Burglary","400  Kirk Av","5/22/2015",400,"KIRK AVE","400  KIRK AV ",-76.1536467073783,43.0279955864766
"9308","Burglary","100  Cadillac St","5/22/2015",100,"CADILLAC ST","100  CADILLAC ST ",-76.1522690875424,43.0770460649126
"9309","Burglary","200  Burnet Park Dr","5/22/2015",200,"BURNET PARK DR","200  BURNET PARK DR ",-76.1854746436125,43.0456895073123
"9310","Burglary","3600  Midland Av","5/22/2015",3600,"MIDLAND AVE","3600  MIDLAND AV ",-76.1472564185492,43.0054249354972
"9311","Larceny","300  N Clinton St","5/22/2015",300,"N CLINTON ST","300  N CLINTON ST ",-76.1535054141816,43.0523782143337
"9312","Larceny","600  S Geddes St","5/22/2015",600,"S GEDDES ST","600  S GEDDES ST ",-76.1716498771248,43.0419056768703
"9313","Larceny","300  Grant Blvd","5/22/2015",300,"GRANT BLVD","300  GRANT BLVD ",-76.1194892280167,43.0705639769373
"9314","Larceny","0  Destiny Usa Dr","5/22/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9315","Larceny","0  Destiny Usa Dr","5/22/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9316","Larceny","0  Destiny Usa Dr","5/22/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9317","Larceny","400  Union Pl","5/22/2015",400,"UNION PL","400  UNION PL ",-76.1555852767039,43.0651557486864
"9318","Aggravated assault","900  Highland St","5/21/2015",900,"HIGHLAND ST","900  HIGHLAND ST ",-76.141548229225,43.0640599833171
"9319","Aggravated assault","100  Pond St","5/21/2015",100,"POND ST","100  POND ST ",-76.1534129461714,43.0633619887946
"9320","Aggravated assault","100  W Bissell St","5/21/2015",100,"W BISSELL ST","100  W BISSELL ST ",-76.1588785366438,43.0257985007
"9321","Burglary","600  E Division St","5/21/2015",600,"E DIVISION ST","600  E DIVISION ST ",-76.1502819702631,43.0616672561912
"9322","Burglary","100  Coleridge Av","5/21/2015",100,"COLERIDGE AVE","100  COLERIDGE AV ",-76.1774396416085,43.0459306313551
"9323","Burglary","100  Mooney Av","5/21/2015",100,"MOONEY AVE","100  MOONEY AV ",-76.1225453436397,43.0627277359036
"9324","Burglary","100  Kensington Rd","5/21/2015",100,"KENSINGTON RD","100  KENSINGTON RD ",-76.1239746077313,43.0320805585783
"9325","Larceny","1400  Teall Av","5/21/2015",1400,"TEALL AVE","1400  TEALL AV ",-76.1228837797339,43.0679378945925
"9326","Larceny","0  Destiny Usa Dr","5/21/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9327","Larceny","300  Gertrude St","5/21/2015",300,"GERTRUDE ST","300  GERTRUDE ST ",-76.1359039255044,43.0550028526098
"9328","Larceny","100  Pulaski St","5/21/2015",100,"PULASKI ST","100  PULASKI ST ",-76.170337952266,43.0579076132007
"9329","Larceny","2100  Park St","5/21/2015",2100,"PARK ST","2100  PARK ST ",-76.169664434665,43.073647026778
"9330","Larceny","0  Destiny Usa Dr","5/21/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9331","Larceny","0  Destiny Usa Dr","5/21/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9332","Larceny","700  S West St","5/21/2015",700,"S WEST ST","700  S WEST ST ",-76.1578394784104,43.0434646539886
"9333","Larceny","300  Essex St","5/21/2015",300,"ESSEX ST","300  ESSEX ST ",-76.1967475061479,43.0552434705124
"9334","Larceny","0  Destiny Usa Dr","5/21/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9335","Larceny","1000  Milton Av","5/21/2015",1000,"MILTON AVE","1000  MILTON AV ",-76.1927916945648,43.0567773364555
"9336","Larceny","1000  Milton Av","5/21/2015",1000,"MILTON AVE","1000  MILTON AV ",-76.1927916945648,43.0567773364555
"9337","Larceny","0  Destiny Usa Dr","5/21/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9338","Larceny","1700  Erie Blvd E","5/21/2015",1700,"ERIE BLVD E","1700  ERIE BLVD E ",-76.1215132238205,43.0492849499349
"9339","Larceny","200  Turtle St","5/21/2015",200,"TURTLE ST","200  TURTLE ST ",-76.1614397458216,43.0668294937064
"9340","Larceny","300  N Mcbride St","5/21/2015",300,"N MCBRIDE ST","300  N MCBRIDE ST ",-76.1437891338263,43.0533442252727
"9342","Robbery","900  Park St","5/21/2015",900,"PARK ST","900  PARK ST ",-76.1472075426238,43.0641533506927
"9343","Robbery","1000  Lodi St","5/21/2015",1000,"LODI ST","1000  LODI ST ",-76.1425690141682,43.0575078078413
"9344","Burglary","1100  Teall Av","5/20/2015",1100,"TEALL AVE","1100  TEALL AV ",-76.1224298916966,43.0611883296426
"9345","Burglary","100  Harold St","5/20/2015",100,"HAROLD ST","100  HAROLD ST ",-76.142557998644,43.0748089451803
"9346","Burglary","1100  Wadsworth St","5/20/2015",1100,"WADSWORTH ST","1100  WADSWORTH ST ",-76.1446058859002,43.0814149499932
"9347","Larceny","900  Park Av","5/20/2015",900,"PARK AVE","900  PARK AV ",-76.1762835684683,43.052198781792
"9348","Larceny","500  Clarendon St","5/20/2015",500,"CLARENDON ST","500  CLARENDON ST ",-76.1233061082975,43.0383447362043
"9349","Larceny","100  Temple St","5/20/2015",100,"TEMPLE ST","100  TEMPLE ST ",-76.1506975498698,43.0406911611055
"9350","Larceny","0  Destiny Usa Dr","5/20/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9351","Larceny","900  Onondaga Av","5/20/2015",900,"ONONDAGA AVE","900  ONONDAGA AV ",-76.1608533575869,43.0254146797949
"9352","Larceny","0  Destiny Usa Dr","5/20/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9353","Larceny","1100  N Salina St","5/20/2015",1100,"N SALINA ST","1100  N SALINA ST ",-76.1566874705681,43.064861349553
"9354","Larceny","800  Erie Blvd W","5/20/2015",800,"ERIE BLVD W","800  ERIE BLVD W ",-76.170821998202,43.0480968845338
"9355","Larceny","0  Destiny Usa Dr","5/20/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9357","Larceny","600  Rowland St","5/20/2015",600,"ROWLAND ST","600  ROWLAND ST ",-76.1796275379646,43.0356829680144
"9358","Aggravated assault","100  Gifford St","5/19/2015",100,"GIFFORD ST","100  GIFFORD ST ",-76.1532631447548,43.0436363851758
"9359","Burglary","200  Merriman Av","5/19/2015",200,"MERRIMAN AVE","200  MERRIMAN AV ",-76.1638107813636,43.040401836241
"9360","Larceny","200  S Midler Av","5/19/2015",200,"S MIDLER AVE","200  S MIDLER AV ",-76.1049114106782,43.0664200422096
"9361","Larceny","200  Seneca St","5/19/2015",200,"SENECA ST","200  SENECA ST ",-76.1668781329777,43.0457435525367
"9362","Larceny","2000  Erie Blvd E","5/19/2015",2000,"ERIE BLVD E","2000  ERIE BLVD E ",-76.1150106160706,43.0510369667133
"9363","Larceny","700  Irving Av","5/19/2015",700,"IRVING AVE","700  IRVING AV ",-76.1378363664705,43.0426740187497
"9364","Larceny","700  First North St","5/19/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"9365","Larceny","300  S Salina St","5/19/2015",300,"S SALINA ST","300  S SALINA ST ",-76.1522226474308,43.0486918177446
"9366","Larceny","400  Butternut St","5/19/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"9367","Larceny","2500  Erie Blvd E","5/19/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"9368","Larceny","400  Pond St","5/19/2015",400,"POND ST","400  POND ST ",-76.1521033334032,43.0651332237719
"9369","Larceny","100  Olive St","5/19/2015",100,"OLIVE ST","100  OLIVE ST ",-76.1934510425201,43.0565384632567
"9370","Larceny","300  Ontario St","5/19/2015",300,"ONTARIO ST","300  ONTARIO ST ",-76.1680871135347,43.0444007017878
"9371","Larceny","500  Winton St","5/19/2015",500,"WINTON ST","500  WINTON ST ",-76.1234885902102,43.0567843981314
"9373","Vehicle theft","100  Hancock Dr","5/19/2015",100,"HANCOCK DR","100  HANCOCK DR ",-76.1796579469132,43.0268486119072
"9374","Burglary","100  E Colvin St","5/18/2015",100,"E COLVIN ST","100  E COLVIN ST ",-76.1452890552487,43.0255316141495
"9375","Larceny","200  W Willow St","5/18/2015",200,"W WILLOW ST","200  W WILLOW ST ",-76.1535054141816,43.0523782143337
"9376","Larceny","700  W Onondaga St","5/18/2015",700,"W ONONDAGA ST","700  W ONONDAGA ST ",-76.162221684834,43.0370589999232
"9377","Larceny","1000  Park St","5/18/2015",1000,"PARK ST","1000  PARK ST ",-76.1481254250325,43.0645186009101
"9378","Larceny","100  Granger St","5/18/2015",100,"GRANGER ST","100  GRANGER ST ",-76.1568060015332,43.044911395541
"9379","Larceny","700  First North St","5/18/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"9380","Larceny","400  James St","5/18/2015",400,"JAMES ST","400  JAMES ST ",-76.1483616340809,43.0524150512665
"9381","Larceny","200  Hartson St","5/18/2015",200,"HARTSON ST","200  HARTSON ST ",-76.1770873188544,43.0365275399942
"9382","Larceny","700  W Onondaga St","5/18/2015",700,"W ONONDAGA ST","700  W ONONDAGA ST ",-76.162221684834,43.0370589999232
"9383","Robbery","400  Kirkpatrick St","5/18/2015",400,"KIRKPATRICK ST","400  KIRKPATRICK ST ",-76.1557166554777,43.066045762007
"9384","Robbery","400  E Division St","5/18/2015",400,"E DIVISION ST","400  E DIVISION ST ",-76.1519000080642,43.0610407193443
"9385","Aggravated assault","300  W Ostrander Av","5/17/2015",300,"W OSTRANDER AVE","300  W OSTRANDER AV ",-76.1479925339079,43.0139644712051
"9386","Aggravated assault","300  South Av","5/17/2015",300,"SOUTH AVE","300  SOUTH AV ",-76.1589522222677,43.036196532003
"9387","Aggravated assault","500  Gifford St","5/17/2015",500,"GIFFORD ST","500  GIFFORD ST ",-76.1640623548163,43.0431745351309
"9388","Burglary","100  Strathmore Dr","5/17/2015",100,"STRATHMORE DR","100  STRATHMORE DR ",-76.1690036208111,43.0233932117547
"9389","Burglary","900  Ackerman Av","5/17/2015",900,"ACKERMAN AVE","900  ACKERMAN AV ",-76.1241765113057,43.0342310508428
"9391","Larceny","1200  Highland St","5/17/2015",1200,"HIGHLAND ST","1200  HIGHLAND ST ",-76.1420450062753,43.0696065412502
"9392","Larceny","4100  S Salina St","5/17/2015",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"9393","Robbery","1600  Midland Av","5/17/2015",1600,"MIDLAND AVE","1600  MIDLAND AV ",-76.1505068642532,43.0232517353837
"9394","Vehicle theft","800  Burnet Av","5/17/2015",800,"BURNET AVE","800  BURNET AV ",-76.1300909087891,43.0520592062509
"9395","Aggravated assault","100  Marshall St","5/16/2015",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"9396","Aggravated assault","2500  James St","5/16/2015",2500,"JAMES ST","2500  JAMES ST ",-76.111362329404,43.0686134991173
"9397","Aggravated assault","200  Union Pl","5/16/2015",200,"UNION PL","200  UNION PL ",-76.1573196245059,43.0636174019642
"9398","Aggravated assault","100  Ballantyne Rd","5/16/2015",100,"BALLANTYNE RD","100  BALLANTYNE RD ",-76.1421660170882,43.0107095503917
"9400","Larceny","100  W Fayette St","5/16/2015",100,"W FAYETTE ST","100  W FAYETTE ST ",-76.1522226474308,43.0486918177446
"9401","Larceny","100  Linwill Ter","5/16/2015",100,"LINWILL TER","100  LINWILL TER ",-76.1167722048167,43.0720599559677
"9402","Larceny","0  Destiny Usa Dr","5/16/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9403","Larceny","200  Mcallister Av","5/16/2015",200,"MCALLISTER AVE","200  MCALLISTER AV ",-76.14169269402,43.0224110565402
"9404","Larceny","100  Claire Rd","5/16/2015",100,"CLAIRE RD","100  CLAIRE RD ",-76.0886794362673,43.0433943563189
"9405","Vehicle theft","1300  Court St","5/16/2015",1300,"COURT ST","1300  COURT ST ",-76.1487050234438,43.077083649337
"9406","Aggravated assault","1500  Spring St","5/15/2015",1500,"SPRING ST","1500  SPRING ST ",-76.1611044636557,43.0726787739465
"9407","Aggravated assault","300  Fitch St","5/15/2015",300,"FITCH ST","300  FITCH ST ",-76.1731904874964,43.037999807752
"9408","Aggravated assault","2700  E Fayette St","5/15/2015",2700,"E FAYETTE ST","2700  E FAYETTE ST ",-76.1050077545372,43.0485198463413
"9409","Burglary","800  Teall Av","5/15/2015",800,"TEALL AVE","800  TEALL AV ",-76.1222335208597,43.0583889533263
"9410","Burglary","300  Bruce St","5/15/2015",300,"BRUCE ST","300  BRUCE ST ",-76.1116081477862,43.0482440196146
"9411","Burglary","100  Hartson St","5/15/2015",100,"HARTSON ST","100  HARTSON ST ",-76.1737053719233,43.036684247544
"9412","Larceny","200  Pattison St","5/15/2015",200,"PATTISON ST","200  PATTISON ST ",-76.1271372320115,43.0589710188077
"9413","Larceny","1300  First North St","5/15/2015",1300,"FIRST NORTH ST","1300  FIRST NORTH ST ",-76.1571092100125,43.0726399718072
"9414","Larceny","500  E Genesee St","5/15/2015",500,"E GENESEE ST","500  E GENESEE ST ",-76.1456246297967,43.0480593763399
"9415","Larceny","0  Destiny Usa Dr","5/15/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9416","Larceny","500  Butternut St","5/15/2015",500,"BUTTERNUT ST","500  BUTTERNUT ST ",-76.1487353269263,43.0591225424733
